// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.51309	C#5	73	52	0	0.6	C#5	73	80	
1	1.51576	C#4	61	29	3	0.75	C#4	61	49	
2	1.82425	F4	65	32	4	0.825	F4	65	49	
3	2.00454	C#4	61	26	5	0.9	C#4	61	49	
4	2.16346	F4	65	22	6	0.975	F4	65	49	
5	2.23557	C#4	61	36	7	1.05	C#4	61	49	
6	2.36378	F4	65	37	8	1.125	F4	65	49	
7	2.49599	C5	72	56	9	1.2	C5	72	80	
8	2.51068	C#4	61	28	12	1.35	C#4	61	49	
9	2.64556	F4	65	32	13	1.425	F4	65	49	
10	2.7524	C#4	61	42	14	1.5	C#4	61	49	
11	2.92868	F4	65	16	15	1.575	F4	65	49	
12	2.98744	C#4	61	37	16	1.65	C#4	61	49	
13	3.13568	Bb4	70	62	18	1.8	Bb4	70	80	
14	3.15571	F4	65	19	20	1.875	F4	65	49	
15	3.19978	C#4	61	46	21	1.95	C#4	61	49	
16	3.37339	F4	65	15	22	2.025	F4	65	49	
17	3.42014	C#4	61	43	23	2.1	C#4	61	49	
18	3.62179	C#4	61	46	25	2.25	C#4	61	49	
19	3.77938	A4	69	67	27	2.4	A4	69	80	
20	3.89823	C#4	61	9	30	2.55	C#4	61	49	
21	3.9797	F4	65	46	31	2.625	F4	65	49	
22	4.10523	C#4	61	47	32	2.7	C#4	61	49	
23	4.24813	F4	65	35	33	2.775	F4	65	49	
24	4.3336	C#4	61	43	34	2.85	C#4	61	49	
25	4.49786	F4	65	31	35	2.925	F4	65	49	
26	4.50454	Bb4	70	60	36	3	Bb4	70	80	
27	4.63274	C#4	61	35	39	3.15	C#4	61	49	
28	4.75694	F4	65	40	40	3.225	F4	65	49	
29	4.86778	C#4	61	40	41	3.3	C#4	61	49	
30	5.03472	F4	65	7	42	3.375	F4	65	49	
31	5.05608	C#4	61	40	43	3.45	C#4	61	49	
32	5.46607	Eb5	75	58	45	3.6	Eb5	75	80	
33	5.46874	Eb4	63	46	46	3.6	Eb4	63	49	
34	5.81864	F#4	66	39	47	3.6725	F#4	66	49	
35	5.96955	Eb4	63	41	48	3.7475	Eb4	63	49	
36	6.11778	F#4	66	31	49	3.82	F#4	66	49	
37	6.22996	Eb4	63	34	*	-1	*	-1	-1	
38	6.4236	B3	59	43	*	-1	*	-1	-1	
39	6.59855	Eb4	63	23	50	3.895	Eb4	63	49	
40	6.71207	F#4	66	32	51	3.9675	F#4	66	49	
41	6.84294	Eb4	63	38	52	4.0425	Eb4	63	49	
42	7.00854	F#4	66	40	53	4.115	F#4	66	49	
43	7.08867	Bb3	58	57	55	4.2	B3	59	80	
44	7.21687	Eb4	63	36	54	4.19	Eb4	63	49	
45	7.31703	F#4	66	46	56	4.2625	F#4	66	49	
46	7.44123	Eb4	63	49	57	4.3375	Eb4	63	49	
47	7.61084	F#4	66	35	58	4.41	F#4	66	49	
48	7.65624	A3	57	58	*	-1	*	-1	-1	
49	7.76308	Eb4	63	41	59	4.485	Eb4	63	49	
50	7.89529	F#4	66	34	60	4.5575	F#4	66	49	
51	8.01281	Eb4	63	52	61	4.6325	Eb4	63	49	
52	8.18776	F#4	66	41	62	4.705	F#4	66	49	
53	8.34534	Bb3	58	56	64	4.8	Bb3	58	80	
54	8.42013	Eb4	63	39	63	4.78	Eb4	63	49	
55	8.57905	F#4	66	36	65	4.8525	F#4	66	49	
56	8.7126	Eb4	63	45	66	4.9275	Eb4	63	49	
57	8.88087	F#4	66	21	67	5	F#4	66	49	
58	9.04513	F#3	54	48	68	5.075	Eb4	63	49	
59	9.34561	F#4	66	29	69	5.1475	F#4	66	49	
60	9.46981	Eb4	63	36	70	5.2225	Eb4	63	49	
61	9.63007	F#4	66	38	71	5.295	F#4	66	49	
62	9.87312	Bb2	46	48	73	5.4	A3	57	80	
63	9.99465	Eb4	63	36	72	5.37	Eb4	63	49	
64	10.1936	F#4	66	41	74	5.445	F#4	66	49	
65	10.3098	Eb4	63	42	109	7.8	Eb4	63	49	
66	10.3966	F#4	66	54	110	7.875	F#4	66	49	
67	10.5756	Eb4	63	51	75	5.5175	Eb4	63	49	
68	10.9081	F#5	78	71	108	7.8	F#5	78	88	
69	11.2019	F#4	66	38	117	8.4	F5	77	88	
70	11.3368	Eb4	63	45	120	8.55	Eb4	63	49	
71	11.4757	F#4	66	40	121	8.625	F#4	66	49	
72	11.5732	Eb4	63	45	122	8.7	Eb4	63	49	
73	11.6894	F#4	66	41	123	8.775	F#4	66	49	
74	11.7374	F5	77	71	*	-1	*	-1	-1	
75	11.8109	Eb4	63	36	124	8.85	Eb4	63	49	
76	11.9284	F#4	66	47	125	8.925	F#4	66	49	
