//Version: PianoRoll_v170101
0	0.507478	0.663728	G#5	95	65	0
1	0.516826	0.591613	G#4	80	60	0
2	0.520833	0.548878	G#3	93	73	0
3	0.528846	0.563568	G#2	88	68	0
4	0.56891	0.702457	F#5	83	67	0
5	0.63969	0.729166	E5	81	66	0
6	0.715811	0.76923	Eb5	84	64	0
7	0.823984	0.866719	C#5	103	66	0
8	0.827991	0.858706	C#3	94	69	0
9	0.829326	0.853365	C#6	97	74	0
10	0.837339	0.874732	C#2	79	66	0
11	0.938835	1.00027	Eb5	80	67	0
12	1.01095	1.07772	C5	75	63	0
13	1.1031	1.1672	C#5	72	67	0
14	1.17788	1.23664	Eb5	71	67	0
15	1.18055	1.20593	F#4	59	65	0
16	1.1899	1.21661	A4	53	58	0
17	1.25935	1.30208	E5	71	66	0
18	1.33146	1.39556	C#5	70	62	0
19	1.41693	1.49706	Eb5	67	67	0
20	1.50641	1.53178	G#4	60	64	0
21	1.51175	1.57585	E5	71	67	0
22	1.51576	1.54514	E4	55	59	0
23	1.5852	1.65865	F#5	71	65	0
24	1.65999	1.70005	Eb5	69	69	0
25	1.74546	1.79621	E5	64	65	0
26	1.83093	1.89236	F#5	75	64	0
27	1.83627	1.875	Eb4	62	66	0
28	1.84295	1.86966	F#4	56	63	0
29	1.91373	1.95646	G#5	70	64	0
30	1.99519	2.04193	E5	66	62	0
31	2.08467	2.15678	F#5	66	64	0
32	2.17014	2.22088	G#5	63	65	0
33	2.17281	2.20486	C#4	57	62	0
34	2.17281	2.20619	E4	62	65	0
35	2.24759	2.30903	A5	67	67	0
36	2.32505	2.37046	G#5	68	65	0
37	2.3985	2.47195	C#6	74	61	0
38	2.49599	2.55475	F#5	80	62	0
39	2.50133	2.53338	F#4	60	65	0
40	2.504	2.5414	C#4	57	65	0
41	2.504	2.55075	A3	52	66	0
42	2.57345	2.65091	G#5	73	64	0
43	2.65758	2.71901	F#5	78	61	0
44	2.73638	2.79113	C#6	71	62	0
45	2.82318	2.88194	E5	82	62	0
46	2.82986	2.86592	E4	71	67	0
47	2.83386	2.87259	C#4	62	66	0
48	2.84188	2.87794	G#3	60	67	0
49	2.89797	2.95139	F#5	70	57	0
50	2.98077	3.01682	E5	68	69	0
51	3.04754	3.11164	C#6	70	63	0
52	3.15171	3.23183	Eb5	80	64	0
53	3.15171	3.1891	C#4	64	64	0
54	3.15171	3.1891	Eb4	61	66	0
55	3.15972	3.19578	F#3	60	67	0
56	3.24652	3.27323	E5	60	57	0
57	3.29994	3.336	Eb5	71	71	0
58	3.3587	3.43349	C#6	76	66	0
59	3.40812	3.46287	C#3	60	66	0
60	3.4789	3.52564	C#5	90	66	0
61	3.48023	3.51228	G#3	61	68	0
62	3.50026	3.53098	E4	77	70	0
63	3.5657	3.64449	G#5	78	61	0
64	3.6298	3.70993	E6	70	64	0
65	3.70325	3.76068	G#2	65	66	0
66	3.71394	3.75667	A5	68	66	0
67	3.78472	3.84882	C5	86	65	0
68	3.79407	3.83012	F#3	60	67	0
69	3.81543	3.8555	C4	69	65	0
70	3.86218	3.92094	F#5	80	48	0
71	3.92895	3.99172	Eb6	78	65	0
72	3.99572	4.07184	G#5	76	65	0
73	4.08921	4.11458	C#4	94	71	0
74	4.09989	4.13728	C#3	77	66	0
75	4.09989	4.13595	E3	72	68	0
76	4.09989	4.1306	G#4	81	70	0
77	4.1907	4.29887	E5	78	56	0
78	4.25747	4.32692	C#6	74	69	0
79	4.31891	4.38835	F#5	80	56	0
80	4.41372	4.44978	G#3	98	74	0
81	4.41907	4.47248	G#4	83	67	0
82	4.4204	4.4618	G#2	89	72	0
83	4.51121	4.55261	Eb5	80	62	0
84	4.57799	4.63942	C6	76	66	0
85	4.6461	4.68215	E5	82	67	0
86	4.76896	4.79567	C#3	96	71	0
87	4.76896	4.797	C#6	94	70	0
88	4.77163	4.797	C#5	94	71	0
89	4.77297	4.80101	C#2	86	66	0
90	4.8798	4.90918	C#3	33	60	0
91	4.95325	4.98397	A4	84	70	0
92	4.9586	4.98798	A3	84	69	0
93	4.95993	4.99065	A2	83	67	0
94	5.03605	5.06677	A5	77	68	0
95	5.09615	5.15892	A3	7	35	0
96	5.1095	5.14556	G#4	88	65	0
97	5.12019	5.1509	G#3	86	71	0
98	5.12553	5.16292	G#2	78	65	0
99	5.17494	5.20833	G#5	82	70	0
100	5.2751	5.30849	G4	88	69	0
101	5.27777	5.30715	G3	86	68	0
102	5.28445	5.31917	G2	77	65	0
103	5.34187	5.38194	G5	81	67	0
104	5.43803	5.49145	G#4	84	67	0
105	5.44337	5.48477	G#3	83	71	0
106	5.45673	5.49145	G#2	83	70	0
107	5.49145	5.52083	G#5	83	70	0
108	5.62767	5.65705	C#3	85	68	0
109	5.629	5.67174	C#2	79	64	0
110	5.63835	5.67441	D4	67	66	0
111	5.64636	5.72382	C#5	84	66	0
112	5.81864	5.88274	Bb4	83	65	0
113	5.82131	5.85603	Eb4	88	58	0
114	5.82264	5.86805	Eb3	78	66	0
115	5.82264	5.92147	C#4	97	61	0
116	5.82264	5.87473	Eb5	91	68	0
117	5.82531	5.87072	G4	75	67	0
118	5.84	5.87873	Eb2	56	62	0
119	5.86671	5.86805	C#5	47	127	0
120	5.92547	5.94684	C#3	70	67	0
121	6.01896	6.06703	B2	73	66	0
122	6.08306	6.14316	Bb2	77	56	0
123	6.15384	6.18589	B4	84	69	0
124	6.15918	6.1939	B3	82	66	0
125	6.16452	6.1899	G#4	65	63	0
126	6.16586	6.1939	Eb4	68	64	0
127	6.16719	6.26468	G#2	72	64	0
128	6.26201	6.32879	Bb2	68	65	0
129	6.34882	6.42093	G2	62	64	0
130	6.42761	6.51976	G#2	67	65	0
131	6.51442	6.55181	Eb4	60	65	0
132	6.51842	6.55181	G4	63	66	0
133	6.51976	6.55715	C#4	59	64	0
134	6.52243	6.58119	Bb2	69	62	0
135	6.61057	6.67601	B2	58	64	0
136	6.68001	6.74011	G#2	60	66	0
137	6.75347	6.84428	Bb2	64	64	0
138	6.85229	6.9017	B2	67	67	0
139	6.85897	6.89102	G#4	74	69	0
140	6.86564	6.8977	Eb4	68	67	0
141	6.86698	6.88968	B3	64	63	0
142	6.93509	6.98183	C#3	62	64	0
143	7.01655	7.06997	Bb2	67	65	0
144	7.09935	7.19551	B2	59	65	0
145	7.19818	7.24892	C#3	71	65	0
146	7.20485	7.24358	G#4	75	67	0
147	7.2142	7.25293	C#4	65	66	0
148	7.21687	7.24492	E4	54	60	0
149	7.27964	7.32638	Eb3	65	65	0
150	7.36377	7.43723	B2	66	64	0
151	7.46393	7.53204	C#3	73	66	0
152	7.54139	7.57879	G#4	86	64	0
153	7.54273	7.5868	Eb3	75	67	0
154	7.55341	7.58813	Eb4	66	67	0
155	7.55742	7.55875	B3	58	127	0
156	7.61484	7.64823	E3	68	69	0
157	7.69497	7.74973	Eb3	71	65	0
158	7.78979	7.84187	G#3	60	66	0
159	7.87392	7.92601	C#3	63	63	0
160	7.8806	7.91399	G#4	75	68	0
161	7.88728	7.92601	C#4	64	65	0
162	7.88995	7.92601	E4	67	67	0
163	7.96206	8.01415	Eb3	58	65	0
164	8.02483	8.07558	C#3	65	64	0
165	8.11965	8.17708	G#3	55	65	0
166	8.2158	8.25453	B2	63	66	0
167	8.21714	8.24785	G#4	78	70	0
168	8.21981	8.25186	Eb4	74	67	0
169	8.32398	8.36137	C#3	11	43	0
170	8.34802	8.39876	Bb2	64	66	0
171	8.46821	8.52964	G#3	65	60	0
172	8.55101	8.5884	Bb2	44	52	0
173	8.56303	8.60309	Bb4	87	63	0
174	8.5657	8.60443	C#4	74	66	0
175	8.58172	8.60977	Eb4	57	63	0
176	8.60309	8.68589	B2	51	64	0
177	8.6939	8.74064	Bb2	68	63	0
178	8.79406	8.83279	G3	64	66	0
179	8.86885	8.95031	G#2	72	64	0
180	8.88087	8.90891	B4	79	70	0
181	8.88087	8.91292	G#4	73	69	0
182	8.88888	8.91425	Eb4	63	62	0
183	8.96233	9.03979	E3	62	55	0
184	9.03178	9.08786	B3	72	61	0
185	9.12392	9.21741	Eb3	55	64	0
186	9.19737	9.32291	Eb6	97	62	0
187	9.20405	9.29753	Eb5	91	64	0
188	9.20672	9.54994	Bb5	85	63	0
189	9.22542	9.26548	G2	60	64	0
190	9.29887	9.34962	E3	69	65	0
191	9.37633	9.44978	Bb3	71	64	0
192	9.47114	9.57398	Eb3	57	63	0
193	9.55394	9.58199	B5	82	73	0
194	9.55528	9.58466	G#5	78	70	0
195	9.56596	9.63541	G#2	70	65	0
196	9.65143	9.75693	E3	70	42	0
197	9.73957	9.7783	B3	66	66	0
198	9.83573	9.89315	Eb3	52	64	0
199	9.9025	10.0107	Eb5	88	64	0
200	9.90784	10.0227	Eb4	77	46	0
201	9.91051	10.223	Bb4	72	64	0
202	9.91185	9.94657	G2	57	60	0
203	9.97195	10.0307	E3	63	60	0
204	10.0601	10.1028	Bb3	70	68	0
205	10.1028	10.1442	Eb3	65	65	0
206	10.227	10.2577	G#4	65	66	0
207	10.227	10.2604	B4	71	69	0
208	10.2284	10.2577	G#3	83	71	0
209	10.235	10.2644	G#2	71	62	0
210	10.414	10.4741	E4	66	64	0
211	10.4273	10.5569	C#4	64	62	0
212	10.4928	10.5489	G4	69	64	0
213	10.5636	10.5956	B3	71	67	0
214	10.5636	10.6303	Eb4	70	65	0
215	10.6343	10.6744	G#4	69	68	0
216	10.7225	10.8907	E4	85	66	0
217	10.7238	10.7999	G4	80	62	0
218	10.7999	10.8774	Bb4	82	65	0
219	10.8747	10.9508	F#4	82	68	0
220	10.8881	10.9175	Eb4	77	68	0
221	10.9468	11.0043	B4	78	61	0
222	11.043	11.2179	F#4	106	65	0
223	11.051	11.1378	A4	86	62	0
224	11.1338	11.2206	C5	80	67	0
225	11.2233	11.2567	E4	79	69	0
226	11.2273	11.2927	G#4	75	66	0
227	11.2927	11.3595	C#5	74	65	0
228	11.3929	11.4329	G#3	64	67	0
229	11.3929	11.4196	F#4	61	65	0
230	11.4009	11.4423	C5	72	65	0
231	11.4089	11.441	Eb4	46	48	0
232	11.4877	11.5358	Eb5	78	60	0
233	11.5478	11.5852	E4	71	68	0
234	11.5571	11.5865	C#4	58	60	0
235	11.5638	11.6333	C#5	76	66	0
236	11.644	11.684	Eb5	74	68	0
237	11.7147	11.7615	C5	72	61	0
238	11.7922	11.863	C#5	77	68	0
239	11.8737	11.9217	Eb5	72	65	0
240	11.8763	11.9017	A4	60	66	0
241	11.8843	11.9137	F#4	52	60	0
242	11.9471	12.0059	E5	75	65	0
243	12.0299	12.094	C#5	68	61	0
244	12.1127	12.1928	Eb5	67	67	0
245	12.1968	12.2249	G#4	66	65	0
246	12.2035	12.273	E5	74	66	0
247	12.2102	12.2409	E4	54	58	0
248	12.281	12.3558	F#5	71	66	0
249	12.3558	12.3972	Eb5	71	69	0
250	12.4359	12.4987	E5	70	59	0
251	12.5374	12.5961	F#5	76	64	0
252	12.5467	12.5828	Eb4	63	67	0
253	12.5534	12.5788	F#4	58	64	0
254	12.6135	12.6709	G#5	74	62	0
255	12.6936	12.7617	E5	74	63	0
256	12.7724	12.8606	F#5	72	65	0
257	12.8632	12.934	G#5	73	66	0
258	12.8873	12.9273	E4	68	68	0
259	12.8886	12.926	C#4	61	64	0
260	12.946	13.0208	A5	75	69	0
261	13.0222	13.0903	G#5	73	65	0
262	13.105	13.1731	C#6	79	64	0
263	13.1984	13.2438	F#5	75	59	0
264	13.2038	13.2398	A3	60	67	0
265	13.2051	13.2398	C#4	56	63	0
266	13.2065	13.2318	F#4	59	63	0
267	13.2692	13.344	G#5	75	65	0
268	13.3587	13.4134	F#5	78	58	0
269	13.4281	13.5069	C#6	77	66	0
270	13.531	13.563	E4	76	69	0
271	13.5336	13.5817	E5	82	59	0
272	13.535	13.575	C#4	68	65	0
273	13.5403	13.5764	G#3	65	67	0
274	13.6058	13.6525	F#5	70	63	0
275	13.6939	13.7273	E5	72	70	0
276	13.7593	13.8328	C#6	74	66	0
277	13.8635	13.953	Eb5	82	66	0
278	13.8715	13.9076	Eb4	66	67	0
279	13.8769	13.9102	F#3	68	68	0
280	13.8782	13.9156	C#4	65	64	0
281	13.9904	13.9917	E5	33	127	0
282	14.0198	14.0558	Eb5	69	70	0
283	14.0705	14.1426	C#6	74	66	0
284	14.1439	14.1453	C#3	44	127	0
285	14.172	14.2107	G#3	69	68	0
286	14.18	14.2227	C#5	90	66	0
287	14.2067	14.2428	E4	84	69	0
288	14.2548	14.3242	G#5	77	67	0
289	14.3349	14.4097	E6	69	61	0
290	14.4057	14.4725	A5	64	65	0
291	14.4364	14.4818	G#2	59	66	0
292	14.5019	14.5433	F#3	76	70	0
293	14.5099	14.5726	C5	89	66	0
294	14.5326	14.566	C4	78	65	0
295	14.5806	14.6407	F#5	82	61	0
296	14.6568	14.7275	Eb6	76	65	0
297	14.7289	14.781	G#5	70	58	0
298	14.781	14.8184	A2	49	47	0
299	14.809	14.8611	E3	66	68	0
300	14.8477	14.9038	A4	78	66	0
301	14.8598	14.8611	C4	80	127	0
302	14.9118	14.9653	Eb5	81	65	0
303	15.0013	15.0908	C#6	80	66	0
304	15.0614	15.0628	D6	35	127	0
305	15.0895	15.1228	E5	59	61	0
306	15.1616	15.3525	F4	100	53	0
307	15.1629	15.3539	D4	85	61	0
308	15.1709	15.3499	B3	80	64	0
309	15.1789	15.211	G#4	75	71	0
310	15.1816	15.3178	F3	74	62	0
311	15.247	15.3098	C#5	80	67	0
312	15.3218	15.3939	B5	82	66	0
313	15.3886	15.4594	D5	73	65	0
314	15.4714	15.5262	A3	35	67	0
315	15.4781	15.5489	A4	77	64	0
316	15.4848	15.5128	F#4	84	69	0
317	15.4861	15.5475	F#3	83	65	0
318	15.4928	15.5288	C#4	70	67	0
319	15.5636	15.6223	C#5	83	65	0
320	15.6277	15.7024	A5	69	66	0
321	15.641	15.6677	D4	86	71	0
322	15.6504	15.6891	D3	76	66	0
323	15.6797	15.7278	F#5	81	64	0
324	15.7826	15.812	C#4	89	68	0
325	15.7852	15.8186	C#3	92	68	0
326	15.7879	15.86	A5	82	68	0
327	15.856	15.9321	C#6	89	66	0
328	15.9188	15.9468	C#3	14	58	0
329	15.9308	15.9548	A3	91	73	0
330	15.9321	15.9695	A2	95	65	0
331	15.9348	16.063	A6	89	65	0
332	16.0176	16.1298	F#6	87	66	0
333	16.0857	16.1565	C#6	90	68	0
334	16.0884	16.1218	F#3	98	72	0
335	16.0937	16.1298	F#2	100	68	0
336	16.1578	16.1979	A5	83	64	0
337	16.2527	16.3728	F#5	89	65	0
338	16.2567	16.2847	C#3	91	72	0
339	16.266	16.2967	C#2	87	64	0
340	16.3314	16.4169	C#5	87	67	0
341	16.4343	16.6773	D3	95	55	0
342	16.4343	16.4783	A4	74	69	0
343	16.453	16.7201	D2	83	57	0
344	16.489	16.4904	C3	48	127	0
345	16.5318	16.672	F#4	83	67	0
346	16.6319	16.7468	D4	78	64	0
347	16.7134	16.7935	A3	79	63	0
348	17.0433	17.7324	G#4	64	63	0
349	17.0646	17.1514	F2	31	61	0
350	17.078	17.9126	D4	38	59	0
351	17.0793	17.9273	B3	30	59	0
352	17.1902	17.2609	F#2	45	58	0
353	17.2756	17.3397	E2	42	62	0
354	17.3317	17.4265	F2	55	65	0
355	17.4132	17.8472	F#4	72	60	0
356	17.4158	17.492	F#2	60	65	0
357	17.5	17.5721	G#2	59	64	0
358	17.5788	17.695	F2	71	64	0
359	17.6549	17.7671	F#2	71	65	0
360	17.7444	17.8445	G#2	72	62	0
361	17.7497	18.2011	F4	77	60	0
362	17.8472	17.9247	A2	65	63	0
363	17.918	17.9901	F#2	67	64	0
364	17.9968	18.0756	G#2	64	63	0
365	18.1009	18.1383	A2	52	62	0
366	18.1009	18.2519	F#4	69	65	0
367	18.1009	18.2425	D4	52	63	0
368	18.113	18.2198	A3	49	65	0
369	18.1624	18.2078	B2	54	64	0
370	18.2585	18.2999	A2	49	52	0
371	18.324	18.3947	B2	59	56	0
372	18.4548	18.531	F2	52	64	0
373	18.4548	19.2401	G#4	72	65	0
374	18.4669	19.2468	B3	51	61	0
375	18.4682	19.5312	D4	49	65	0
376	18.5443	18.6084	F#2	63	64	0
377	18.6178	18.7019	E2	62	60	0
378	18.6859	18.7954	F2	65	65	0
379	18.7727	18.8488	F#2	72	64	0
380	18.7967	19.2494	F#4	83	61	0
381	18.8355	18.9316	G#2	78	65	0
382	18.9329	19.0438	F2	75	66	0
383	19.0051	19.1052	F#2	77	65	0
384	19.0919	19.188	G#2	78	63	0
385	19.1333	19.5673	F4	75	63	0
386	19.1987	19.2828	A2	70	64	0
387	19.2721	19.3469	F#2	65	65	0
388	19.3483	19.4538	G#2	66	63	0
389	19.4564	19.5059	A2	66	66	0
390	19.4858	19.6287	F#4	69	66	0
391	19.4925	19.5927	C#4	59	63	0
392	19.5406	19.594	B2	56	63	0
393	19.614	19.6661	A2	65	63	0
394	19.7008	19.813	B2	67	58	0
395	19.8317	19.9158	C3	57	62	0
396	19.8437	20.5649	Eb5	77	64	0
397	19.8517	20.661	A4	62	59	0
398	19.8557	20.7398	F#4	57	63	0
399	19.8678	19.9052	B2	24	59	0
400	19.9239	19.992	C#3	67	63	0
401	20	20.0868	B2	72	65	0
402	20.0708	20.1869	C3	75	64	0
403	20.1562	20.2457	C#3	79	63	0
404	20.1696	20.5729	C#5	88	65	0
405	20.2337	20.3232	Eb3	78	63	0
406	20.3258	20.4233	C3	76	63	0
407	20.4113	20.5208	C#3	73	66	0
408	20.5168	20.5929	Eb3	72	63	0
409	20.5315	20.9108	C5	76	67	0
410	20.617	20.6824	E3	68	62	0
411	20.6757	20.7572	C#3	63	64	0
412	20.7518	20.8587	Eb3	70	63	0
413	20.856	20.9094	E3	66	67	0
414	20.8787	21.5692	C#5	87	62	0
415	20.8827	21.2113	G#4	60	63	0
416	20.8947	20.9789	E4	62	63	0
417	20.9388	20.9909	F#3	67	65	0
418	21.0189	21.083	Eb3	66	55	0
419	21.0937	21.2046	E3	61	65	0
420	21.1926	21.2433	F#3	67	68	0
421	21.1992	21.6119	A4	74	34	0
