// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	2.04914	F4	65	64	0	0	F4	65	80	
1	2.14423	Eb4	63	63	1	0.0666665	Eb4	63	80	
2	2.21795	C#4	61	68	2	0.133333	C#4	61	80	
3	2.30876	Bb3	58	73	3	0.199999	Bb3	58	80	
4	2.35042	F3	53	61	4	0.266666	F3	53	80	
5	2.43483	C#3	49	64	5	0.333333	C#3	49	80	
6	2.43696	Bb2	46	73	6	0.399999	Bb2	46	80	
7	2.53739	F2	41	80	7	0.466666	F2	41	80	
8	2.61752	Eb2	39	76	8	0.533332	Eb2	39	80	
9	2.73397	C#2	37	68	9	0.599998	C#2	37	80	
10	2.80555	Bb1	34	113	11	0.666665	Bb1	34	80	
11	2.80876	Bb0	22	102	10	0.666665	Bb0	22	80	
12	3.49252	F6	89	96	14	0.766665	F6	89	127	
13	3.49359	Bb5	82	96	*	-1	*	-1	-1	
14	3.49359	F4	65	90	*	-1	*	-1	-1	
15	3.49679	F5	77	91	12	0.766665	F5	77	127	
16	3.49786	C#4	61	84	*	-1	*	-1	-1	
17	3.49893	F3	53	84	*	-1	*	-1	-1	
18	3.49893	Bb3	58	82	*	-1	*	-1	-1	
19	3.67094	C#6	85	101	21	0.799998	C#6	85	127	
20	3.67735	F4	65	98	18	0.766665	F4	65	127	
21	3.67948	C#5	73	102	19	0.799998	C#5	73	127	
22	3.67948	F3	53	93	15	0.766665	F3	53	127	
23	3.68055	C#4	61	96	17	0.766665	C#4	61	127	
24	3.6891	Bb3	58	87	16	0.766665	Bb3	58	127	
25	3.69337	Bb5	82	85	13	0.766665	Bb5	82	127	
26	3.71047	G#5	80	65	*	-1	*	-1	-1	
27	3.72863	D6	86	37	*	-1	*	-1	-1	
28	4.96047	F5	77	59	*	-1	*	-1	-1	
29	5.01495	C#5	73	17	*	-1	*	-1	-1	
30	5.15705	Bb4	70	41	*	-1	*	-1	-1	
31	5.28632	F4	65	47	*	-1	*	-1	-1	
32	5.38568	C#5	73	50	*	-1	*	-1	-1	
33	5.38888	F5	77	55	*	-1	*	-1	-1	
34	5.50213	C#4	61	47	*	-1	*	-1	-1	
35	5.5032	Bb4	70	48	*	-1	*	-1	-1	
36	5.57264	F4	65	53	*	-1	*	-1	-1	
37	5.67948	C#5	73	66	*	-1	*	-1	-1	
38	5.68696	F5	77	57	*	-1	*	-1	-1	
39	5.78846	Bb4	70	65	*	-1	*	-1	-1	
40	5.79593	C#4	61	62	*	-1	*	-1	-1	
41	5.86004	F4	65	66	*	-1	*	-1	-1	
42	5.94551	F5	77	77	*	-1	*	-1	-1	
43	5.94551	C#5	73	72	*	-1	*	-1	-1	
44	6.0267	Bb4	70	78	*	-1	*	-1	-1	
45	6.03525	C#4	61	77	*	-1	*	-1	-1	
46	6.08226	F4	65	73	*	-1	*	-1	-1	
47	6.16132	F5	77	83	*	-1	*	-1	-1	
48	6.18055	C#5	73	64	*	-1	*	-1	-1	
49	6.25534	F4	65	75	*	-1	*	-1	-1	
50	6.33226	C#5	73	77	*	-1	*	-1	-1	
51	6.35149	Bb4	70	69	*	-1	*	-1	-1	
52	6.52777	F4	65	95	*	-1	*	-1	-1	
53	7.02136	E4	64	95	*	-1	*	-1	-1	
54	7.17734	F4	65	55	*	-1	*	-1	-1	
55	7.29273	F5	77	60	*	-1	*	-1	-1	
56	7.31089	C#5	73	28	*	-1	*	-1	-1	
57	7.32692	Eb4	63	90	*	-1	*	-1	-1	
58	7.40704	F4	65	62	*	-1	*	-1	-1	
59	7.4861	C#5	73	56	*	-1	*	-1	-1	
60	7.60362	C#4	61	94	*	-1	*	-1	-1	
61	7.81409	F4	65	61	*	-1	*	-1	-1	
62	7.91773	C#5	73	60	*	-1	*	-1	-1	
63	7.93909	Bb4	70	48	*	-1	*	-1	-1	
64	8.01495	F5	77	60	*	-1	*	-1	-1	
65	8.08974	F4	65	54	*	-1	*	-1	-1	
66	8.17307	C#5	73	55	*	-1	*	-1	-1	
67	8.17627	Bb4	70	51	*	-1	*	-1	-1	
68	8.30555	Bb3	58	80	*	-1	*	-1	-1	
69	8.56623	F3	53	71	*	-1	*	-1	-1	
70	8.78097	F4	65	53	*	-1	*	-1	-1	
71	8.89743	C#5	73	59	*	-1	*	-1	-1	
72	8.9252	Bb4	70	41	*	-1	*	-1	-1	
73	9.02991	F5	77	54	*	-1	*	-1	-1	
74	9.10683	F4	65	50	*	-1	*	-1	-1	
75	9.2564	C#5	73	51	*	-1	*	-1	-1	
76	9.2767	Bb4	70	40	*	-1	*	-1	-1	
77	10.0171	F#3	54	53	*	-1	*	-1	-1	
78	10.2019	C#4	61	53	*	-1	*	-1	-1	
