// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.51069	B4	71	46	124	8.15217	B4	71	49	
1	1.76816	E2	40	40	125	8.15217	E2	40	49	
2	1.79808	B2	47	51	*	-1	*	-1	-1	
3	1.80022	Eb4	63	58	123	8.15217	Eb4	63	49	
4	1.80022	B4	71	44	*	-1	*	-1	-1	
5	1.85898	E4	64	63	*	-1	*	-1	-1	
6	1.91881	G3	55	3	*	-1	*	-1	-1	
7	2.1047	E5	76	64	*	-1	*	-1	-1	
8	2.11966	F#4	66	56	126	8.19294	F#3	54	49	
9	2.15598	G4	67	63	*	-1	*	-1	-1	
10	2.37607	G5	79	63	*	-1	*	-1	-1	
11	2.37714	G2	43	37	128	8.2337	G3	55	49	
12	2.37714	Bb4	70	62	*	-1	*	-1	-1	
13	2.40919	B4	71	66	*	-1	*	-1	-1	
14	2.44017	E3	52	28	*	-1	*	-1	-1	
15	2.45727	B3	59	41	*	-1	*	-1	-1	
16	2.6218	E3	52	45	*	-1	*	-1	-1	
17	2.62393	A2	45	39	*	-1	*	-1	-1	
18	2.63782	B4	71	63	*	-1	*	-1	-1	
19	2.65278	G5	79	67	*	-1	*	-1	-1	
20	2.67628	C4	60	69	*	-1	*	-1	-1	
21	2.70086	A4	69	72	*	-1	*	-1	-1	
22	2.9359	F#5	78	65	*	-1	*	-1	-1	
23	2.95193	G#4	68	55	*	-1	*	-1	-1	
24	2.99573	A4	69	68	*	-1	*	-1	-1	
25	3.19872	C5	72	63	*	-1	*	-1	-1	
26	3.21475	A3	57	39	*	-1	*	-1	-1	
27	3.21475	A5	81	70	*	-1	*	-1	-1	
28	3.22223	E4	64	76	*	-1	*	-1	-1	
29	3.24893	B4	71	58	*	-1	*	-1	-1	
30	3.40919	B2	47	46	*	-1	*	-1	-1	
31	3.45727	A3	57	51	*	-1	*	-1	-1	
32	3.46475	B4	71	50	*	-1	*	-1	-1	
33	3.48184	G5	79	66	*	-1	*	-1	-1	
34	3.50855	Eb4	63	71	*	-1	*	-1	-1	
