// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.520299	Bb2	46	32	154	16	Bb2	46	70	
1	0.620726	D5	74	49	153	16	D5	74	70	
2	0.996794	D4	62	43	155	16.25	D4	62	70	
3	1.30128	Bb3	58	39	158	16.5	Bb3	58	70	
4	1.30876	F3	53	42	157	16.5	F3	53	70	
5	1.3141	D5	74	64	156	16.5	D5	74	70	
6	1.6079	D5	74	68	159	16.75	D5	74	70	
7	1.64102	D4	62	40	160	16.75	D4	62	70	
8	1.9188	D3	50	42	162	17	D3	50	70	
9	1.9391	Bb4	70	61	161	17	Bb4	70	70	
10	2.22863	F4	65	44	163	17.25	F4	65	70	
11	2.52671	Bb4	70	69	164	17.5	Bb4	70	70	
12	2.52778	Bb3	58	36	166	17.5	Bb3	58	70	
13	2.53205	F3	53	39	165	17.5	F3	53	70	
14	2.83333	F4	65	34	167	17.75	F4	65	70	
15	3.13141	C3	48	41	169	18	C3	48	70	
16	3.1453	A4	69	64	168	18	A4	69	70	
17	3.47756	Eb4	63	40	170	18.25	Eb4	63	70	
18	3.75	A4	69	59	171	18.5	A4	69	70	
19	3.76068	A3	57	44	173	18.5	A3	57	70	
20	3.76495	F3	53	44	172	18.5	F3	53	70	
21	4.05021	A4	69	65	174	18.75	A4	69	70	
22	4.06837	Eb4	63	43	175	18.75	Eb4	63	70	
23	4.19124	A4	69	60	176	19	A4	69	70	
24	4.37179	F2	41	44	177	19	F2	41	70	
25	4.37286	Eb5	75	66	*	-1	*	-1	-1	
26	4.70299	C4	60	41	178	19.25	C4	60	70	
27	4.97756	F3	53	41	180	19.5	F3	53	70	
28	4.98397	A3	57	43	181	19.5	A3	57	70	
29	5.30021	C4	60	48	182	19.75	C4	60	70	
30	5.62499	Bb2	46	39	184	20	Bb2	46	70	
31	5.66346	D5	74	57	183	20	D5	74	70	
32	5.98397	D4	62	42	185	20.25	D4	62	70	
33	6.25747	F3	53	44	187	20.5	F3	53	70	
34	6.27563	Bb3	58	39	188	20.5	Bb3	58	70	
35	6.27884	D5	74	72	186	20.5	D5	74	70	
36	6.57905	D4	62	51	190	20.75	D4	62	70	
37	6.58653	D5	74	75	189	20.75	D5	74	70	
38	6.90491	Eb2	39	49	192	21	Eb2	39	70	
39	6.91773	D5	74	61	191	21	D5	74	70	
40	7.24572	G4	67	57	193	21.25	G4	67	70	
41	7.2532	C4	60	44	194	21.25	C4	60	70	
42	7.56837	G4	67	55	195	21.5	G4	67	70	
43	7.58119	Eb3	51	34	196	21.5	Eb3	51	70	
44	7.58119	G3	55	35	197	21.5	G3	55	70	
45	7.58653	Bb3	58	36	198	21.5	Bb3	58	70	
46	7.89743	C4	60	40	199	21.75	C4	60	70	
47	8.19978	E2	40	47	201	22	E2	40	70	
48	8.23717	C5	72	57	200	22	C5	72	70	
49	8.53738	C4	60	43	203	22.25	C4	60	70	
50	8.54166	B4	71	67	202	22.25	B4	71	70	
51	8.68055	C5	72	73	204	22.375	C5	72	70	
52	8.79593	E3	52	42	206	22.5	E3	52	70	
53	8.80875	G3	55	38	207	22.5	G3	55	70	
54	8.81516	Bb3	58	37	208	22.5	Bb3	58	70	
55	8.83332	B4	71	77	205	22.5	B4	71	70	
56	8.97649	C5	72	78	209	22.625	C5	72	70	
57	9.1111	C4	60	49	211	22.75	C4	60	70	
58	9.11431	D5	74	79	210	22.75	D5	74	70	
59	9.25533	C5	72	74	212	22.875	C5	72	70	
60	9.40811	F2	41	48	214	23	F2	41	70	
61	9.43268	F4	65	59	213	23	F4	65	70	
62	9.75213	C4	60	51	215	23.25	C4	60	70	
63	9.76067	A3	57	40	216	23.25	A3	57	70	
64	9.76174	F3	53	41	217	23.25	F3	53	70	
65	10.063	D4	62	50	218	23.5	D4	62	70	
66	10.0705	Bb3	58	38	219	23.5	Bb3	58	70	
67	10.4124	Eb4	63	49	220	23.75	Eb4	63	70	
68	10.4156	C4	60	38	221	23.75	C4	60	70	
69	10.9102	Bb2	46	42	224	24	Bb2	46	70	
70	11.0288	D6	86	68	223	24	D6	86	70	
71	11.063	D5	74	34	222	24	D5	74	70	
72	11.3921	D4	62	30	225	24.25	D4	62	70	
73	11.6634	F3	53	43	228	24.5	F3	53	70	
74	11.6634	D6	86	78	227	24.5	D6	86	70	
75	11.6741	Bb3	58	36	229	24.5	Bb3	58	70	
76	11.7361	D5	74	6	226	24.5	D5	74	70	
77	11.9594	D6	86	82	231	24.75	D6	86	70	
78	11.9701	D4	62	45	232	24.75	D4	62	70	
79	11.9701	D5	74	58	230	24.75	D5	74	70	
80	12.2649	D3	50	42	235	25	D3	50	70	
81	12.3077	Bb5	82	74	234	25	Bb5	82	70	
