// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	2.04914	Eb3	51	85	0	0	Eb3	51	64	
1	2.05021	Eb4	63	83	1	0	Eb4	63	64	
2	2.15384	Eb4	63	35	*	-1	*	-1	-1	
3	2.20192	F#3	54	99	3	0.209091	F#3	54	64	
4	2.2094	F#2	42	88	2	0.209091	F#2	42	64	
5	2.21581	G#3	56	89	*	-1	*	-1	-1	
6	2.21688	G#2	44	75	*	-1	*	-1	-1	
7	2.23397	G2	43	78	*	-1	*	-1	-1	
8	3.32799	F#2	42	91	5	1.66591	F#2	42	64	
9	3.33012	Eb4	63	97	6	1.66591	Eb4	63	64	
10	3.33226	Eb5	75	88	9	1.66591	Eb5	75	64	
11	3.33333	F#1	30	74	4	1.66591	F#1	30	64	
12	3.34401	A4	69	74	7	1.66591	A4	69	64	
13	3.34615	C5	72	67	8	1.66591	C5	72	64	
14	3.36218	C#5	73	60	*	-1	*	-1	-1	
15	3.3782	G#4	68	37	*	-1	*	-1	-1	
16	3.3782	B4	71	55	*	-1	*	-1	-1	
17	3.5032	Eb4	63	97	12	1.875	Eb4	63	64	
18	3.50427	Eb5	75	93	15	1.875	Eb5	75	64	
19	3.50641	C5	72	76	14	1.875	C5	72	64	
20	3.50641	A4	69	75	13	1.875	A4	69	64	
21	3.51389	F#3	54	98	11	1.875	F#3	54	64	
22	3.5438	G#4	68	41	*	-1	*	-1	-1	
23	5.83012	F#3	54	81	16	5	F#3	54	64	
24	5.83226	Eb4	63	82	17	5	Eb4	63	64	
25	5.8344	C5	72	91	*	-1	*	-1	-1	
26	5.83974	A4	69	83	*	-1	*	-1	-1	
27	5.93055	B4	71	22	24	6.45909	B4	71	64	
28	5.96794	C5	72	93	*	-1	*	-1	-1	
29	5.97222	F#3	54	84	20	5.20909	F#3	54	64	
30	5.97222	Eb4	63	90	*	-1	*	-1	-1	
31	5.97863	A4	69	82	*	-1	*	-1	-1	
32	6.22008	D5	74	57	*	-1	*	-1	-1	
33	6.31623	C5	72	65	*	-1	*	-1	-1	
34	6.39422	D5	74	67	*	-1	*	-1	-1	
35	6.45726	C5	72	69	*	-1	*	-1	-1	
36	6.54273	D5	74	64	*	-1	*	-1	-1	
37	6.59294	C5	72	64	*	-1	*	-1	-1	
