// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.506143	C#3	49	87	1	0	C#3	49	64	
1	0.510149	C#2	37	80	0	0	C#2	37	64	
2	3.28525	E1	28	82	2	1.94545	E1	28	64	
3	3.28926	E2	40	84	3	1.94545	E2	40	64	
4	3.85416	E1	28	82	4	2.22273	E1	28	64	
5	3.85416	E2	40	88	5	2.22273	E2	40	64	
6	5.50614	C#3	49	87	6	3.33409	C#3	49	64	
7	5.50747	C#4	61	81	8	3.33409	C#4	61	64	
8	5.51014	G#3	56	80	7	3.33409	G#3	56	64	
9	6.84428	C#3	49	87	11	4.44545	C#3	49	64	
10	6.85095	F2	41	88	10	4.44545	F2	41	64	
11	6.8563	F1	29	77	9	4.44545	F1	29	64	
12	7.28365	C#3	49	87	*	-1	*	-1	-1	
13	7.53071	Eb3	51	86	*	-1	*	-1	-1	
14	7.6923	A3	57	80	*	-1	*	-1	-1	
15	7.8619	C#4	61	83	*	-1	*	-1	-1	
16	10.5368	C4	60	70	20	6.66591	C4	60	64	
17	10.5382	A3	57	31	*	-1	*	-1	-1	
18	10.5489	C3	48	64	19	6.66591	C3	48	64	
19	12.8405	Bb2	46	82	22	8.88864	Bb2	46	64	
20	12.8472	Bb1	34	71	21	8.88864	Bb1	34	64	
21	13.4362	F3	53	31	23	9.02727	F3	53	64	
22	13.6378	C#4	61	34	26	9.16591	C#4	61	64	
23	13.6418	C#3	49	38	24	9.16591	C#3	49	64	
24	13.6538	Bb3	58	38	25	9.16591	Bb3	58	64	
25	13.7874	F2	41	43	27	9.30455	F2	41	64	
26	13.9703	Bb2	46	48	29	9.44545	Bb2	46	64	
27	13.9944	Bb1	34	39	28	9.44545	Bb1	34	64	
28	14.1453	F3	53	37	30	9.58409	F3	53	64	
29	14.2495	C#4	61	52	33	9.72273	C#4	61	64	
30	14.2722	Bb3	58	30	32	9.72273	Bb3	58	64	
31	14.3069	C#3	49	37	31	9.72273	C#3	49	64	
32	14.387	F2	41	50	34	9.86136	F2	41	64	
33	14.5326	Bb2	46	60	36	10	Bb2	46	64	
34	14.5419	Bb1	34	46	35	10	Bb1	34	64	
35	14.6354	F3	53	56	37	10.1386	F3	53	64	
36	14.7396	C#4	61	59	40	10.2773	C#4	61	64	
37	14.7529	Bb3	58	52	39	10.2773	Bb3	58	64	
38	14.7743	C#3	49	51	38	10.2773	C#3	49	64	
39	14.8544	F2	41	62	41	10.4159	F2	41	64	
40	14.9933	Bb2	46	73	43	10.5545	Bb2	46	64	
41	15.0093	Bb1	34	59	42	10.5545	Bb1	34	64	
42	15.0855	F3	53	64	44	10.6955	F3	53	64	
43	15.1963	C#4	61	65	47	10.8341	C#4	61	64	
44	15.2203	C#3	49	63	45	10.8341	C#3	49	64	
45	15.2284	Bb3	58	70	46	10.8341	Bb3	58	64	
46	15.3298	F2	41	65	48	10.9727	F2	41	64	
47	15.4581	Bb1	34	64	49	11.1114	Bb1	34	64	
48	15.4581	Bb2	46	68	50	11.1114	Bb2	46	64	
49	15.6063	F3	53	52	51	11.25	F3	53	64	
50	15.7292	C#4	61	45	54	11.3886	C#4	61	64	
51	15.7425	C#3	49	42	52	11.3886	C#3	49	64	
52	15.7719	Bb3	58	39	53	11.3886	Bb3	58	64	
53	15.852	F2	41	47	55	11.5273	F2	41	64	
54	16.0029	Bb2	46	51	57	11.6659	Bb2	46	64	
55	16.0243	Bb1	34	36	56	11.6659	Bb1	34	64	
56	16.1098	F3	53	40	58	11.8045	F3	53	64	
57	16.238	C#4	61	42	61	11.9455	C#4	61	64	
58	16.2714	Bb3	58	31	60	11.9455	Bb3	58	64	
59	16.2754	C#3	49	34	59	11.9455	C#3	49	64	
60	16.3608	F2	41	45	62	12.0841	F2	41	64	
61	16.5465	Bb2	46	37	64	12.3614	Bb2	46	64	
62	16.5678	Bb1	34	25	63	12.3614	Bb1	34	64	
63	16.6613	F3	53	36	65	12.5	F3	53	64	
64	16.7762	C#4	61	45	69	12.6386	C#4	61	64	
65	16.8429	C#3	49	27	67	12.6386	C#3	49	64	
66	16.879	F2	41	38	66	12.6386	F2	41	64	
67	17.0713	Bb2	46	44	71	12.7773	Bb2	46	64	
68	17.0793	Bb1	34	35	70	12.7773	Bb1	34	64	
69	17.2062	F3	53	43	72	13.0545	F3	53	64	
70	17.329	Bb3	58	49	75	13.1955	Bb3	58	64	
71	17.3504	C#4	61	28	76	13.1955	C#4	61	64	
72	17.4813	F3	53	36	74	13.1955	F3	53	64	
73	17.6576	Bb2	46	37	77	13.3341	Bb2	46	64	
74	17.7404	C#5	73	59	78	13.3341	C#5	73	64	
75	17.8913	F3	53	36	79	13.4727	F3	53	64	
76	17.9434	Bb4	70	42	80	13.4727	Bb4	70	64	
77	18.0796	C#4	61	31	82	13.6114	C#4	61	64	
78	18.0969	Bb3	58	49	81	13.6114	Bb3	58	64	
79	18.2024	F3	53	46	83	13.75	F3	53	64	
80	18.2105	C5	72	65	84	13.75	C5	72	64	
81	18.332	C#5	73	65	86	13.8886	C#5	73	64	
82	18.3574	Bb2	46	29	85	13.8886	Bb2	46	64	
83	18.4562	Bb4	70	61	88	14.0273	Bb4	70	64	
84	18.4802	F3	53	42	87	14.0273	F3	53	64	
85	18.6124	Bb3	58	47	89	14.1659	Bb3	58	64	
86	18.6391	C#4	61	12	90	14.1659	C#4	61	64	
87	18.7353	F3	53	46	91	14.3045	F3	53	64	
88	18.8608	Bb2	46	48	92	14.4455	Bb2	46	64	
89	18.8675	C#5	73	63	93	14.4455	C#5	73	64	
90	18.9717	F3	53	43	94	14.5841	F3	53	64	
91	18.997	Bb4	70	51	95	14.5841	Bb4	70	64	
