// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.51709	G#2	44	32	*	-1	*	-1	-1	
1	1.59054	B5	83	47	*	-1	*	-1	-1	
2	1.83761	Eb6	87	54	*	-1	*	-1	-1	
3	1.97649	B5	83	55	*	-1	*	-1	-1	
4	2.086	G#5	80	61	*	-1	*	-1	-1	
5	2.18216	G#3	56	43	*	-1	*	-1	-1	
6	2.21154	Eb4	63	38	*	-1	*	-1	-1	
7	2.21955	B3	59	39	*	-1	*	-1	-1	
8	2.22623	G#5	80	62	*	-1	*	-1	-1	
9	2.31303	B5	83	56	*	-1	*	-1	-1	
10	2.39984	G#5	80	68	*	-1	*	-1	-1	
11	2.48264	Eb5	75	61	*	-1	*	-1	-1	
12	2.61084	Eb5	75	73	*	-1	*	-1	-1	
13	2.707	G#5	80	65	*	-1	*	-1	-1	
14	2.83787	D5	74	36	*	-1	*	-1	-1	
15	2.88061	B4	71	55	*	-1	*	-1	-1	
16	3.01949	B4	71	58	*	-1	*	-1	-1	
17	3.07558	Eb5	75	64	*	-1	*	-1	-1	
18	3.16373	B4	71	62	*	-1	*	-1	-1	
19	3.24652	G#4	68	65	*	-1	*	-1	-1	
20	3.36672	G#4	68	74	*	-1	*	-1	-1	
21	3.46554	B4	71	62	*	-1	*	-1	-1	
22	3.52831	G#4	68	65	*	-1	*	-1	-1	
23	3.63248	Eb4	63	65	*	-1	*	-1	-1	
24	3.74065	G4	67	58	*	-1	*	-1	-1	
25	3.74733	Bb4	70	66	*	-1	*	-1	-1	
26	3.76335	Bb3	58	47	*	-1	*	-1	-1	
27	3.76869	Eb3	51	45	*	-1	*	-1	-1	
28	4.18269	G#2	44	44	*	-1	*	-1	-1	
29	4.19471	B5	83	53	*	-1	*	-1	-1	
30	4.29754	Eb6	87	69	*	-1	*	-1	-1	
31	4.38568	B5	83	64	*	-1	*	-1	-1	
32	4.48584	G#5	80	69	*	-1	*	-1	-1	
33	4.59401	B3	59	51	*	-1	*	-1	-1	
34	4.6087	Eb4	63	51	*	-1	*	-1	-1	
35	4.61137	G#3	56	49	*	-1	*	-1	-1	
36	4.61271	G#5	80	78	*	-1	*	-1	-1	
37	4.69951	B5	83	68	*	-1	*	-1	-1	
38	4.80368	G#5	80	77	*	-1	*	-1	-1	
39	4.8985	Eb5	75	53	*	-1	*	-1	-1	
40	5.00667	Eb5	75	73	*	-1	*	-1	-1	
41	5.1055	G#5	80	65	*	-1	*	-1	-1	
42	5.18963	Eb5	75	76	*	-1	*	-1	-1	
43	5.30048	B4	71	62	*	-1	*	-1	-1	
44	5.41933	B4	71	54	*	-1	*	-1	-1	
45	5.49011	Eb5	75	63	*	-1	*	-1	-1	
46	5.57291	B4	71	71	*	-1	*	-1	-1	
47	5.67441	G#4	68	69	*	-1	*	-1	-1	
48	5.78926	G#4	68	74	*	-1	*	-1	-1	
49	5.8774	B4	71	68	*	-1	*	-1	-1	
50	5.96153	G#4	68	65	*	-1	*	-1	-1	
51	6.04567	Eb4	63	67	*	-1	*	-1	-1	
52	6.15651	G4	67	63	*	-1	*	-1	-1	
53	6.16319	Bb4	70	64	*	-1	*	-1	-1	
54	6.17788	Eb3	51	43	*	-1	*	-1	-1	
55	6.19123	Bb3	58	43	*	-1	*	-1	-1	
56	6.55982	G#3	56	45	*	-1	*	-1	-1	
57	6.57318	B4	71	71	*	-1	*	-1	-1	
58	6.57451	G#4	68	63	*	-1	*	-1	-1	
59	6.57585	Eb4	63	39	*	-1	*	-1	-1	
60	6.57718	B3	59	38	*	-1	*	-1	-1	
61	7.05261	Eb3	51	39	*	-1	*	-1	-1	
62	7.05528	Bb3	58	44	*	-1	*	-1	-1	
63	7.06864	E4	64	39	*	-1	*	-1	-1	
64	7.09802	Bb4	70	65	*	-1	*	-1	-1	
65	7.10069	E5	76	69	*	-1	*	-1	-1	
66	7.12339	G4	67	51	*	-1	*	-1	-1	
67	7.59748	Eb3	51	40	*	-1	*	-1	-1	
68	7.60683	E5	76	67	*	-1	*	-1	-1	
69	7.6095	Bb4	70	59	*	-1	*	-1	-1	
70	7.6095	G4	67	43	*	-1	*	-1	-1	
71	7.62553	E4	64	38	*	-1	*	-1	-1	
72	7.63888	Bb3	58	36	*	-1	*	-1	-1	
73	8.00614	Eb3	51	30	*	-1	*	-1	-1	
74	8.01949	E4	64	35	*	-1	*	-1	-1	
75	8.02483	E5	76	56	*	-1	*	-1	-1	
76	8.03017	G4	67	46	*	-1	*	-1	-1	
77	8.03819	Bb4	70	50	*	-1	*	-1	-1	
78	8.06356	Bb3	58	21	*	-1	*	-1	-1	
79	8.41479	Eb3	51	31	*	-1	*	-1	-1	
80	8.43349	Eb5	75	61	*	-1	*	-1	-1	
81	8.44684	Bb3	58	30	*	-1	*	-1	-1	
82	8.46019	G4	67	37	*	-1	*	-1	-1	
83	8.46019	Bb4	70	39	*	-1	*	-1	-1	
84	8.46287	Eb4	63	33	*	-1	*	-1	-1	
85	8.94764	Bb3	58	28	*	-1	*	-1	-1	
86	8.95432	Eb3	51	32	*	-1	*	-1	-1	
87	8.98236	C#4	61	36	*	-1	*	-1	-1	
88	9.01174	C#5	73	51	*	-1	*	-1	-1	
89	9.0251	G4	67	38	*	-1	*	-1	-1	
90	9.0251	Bb4	70	39	*	-1	*	-1	-1	
91	9.5713	G#2	44	47	*	-1	*	-1	-1	
92	9.59801	B5	83	51	*	-1	*	-1	-1	
93	9.69417	Eb6	87	56	*	-1	*	-1	-1	
94	9.77964	B5	83	57	*	-1	*	-1	-1	
95	9.87045	G#5	80	66	*	-1	*	-1	-1	
96	9.98664	G#3	56	35	*	-1	*	-1	-1	
97	9.98797	B3	59	40	*	-1	*	-1	-1	
98	9.99732	G#5	80	71	*	-1	*	-1	-1	
99	10.0027	Eb4	63	41	*	-1	*	-1	-1	
100	10.0908	B5	83	53	*	-1	*	-1	-1	
