// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.51042	B5	83	44	*	-1	*	-1	-1	
1	1.51175	G#2	44	40	*	-1	*	-1	-1	
2	1.68136	Eb6	87	44	*	-1	*	-1	-1	
3	1.80689	B5	83	53	*	-1	*	-1	-1	
4	1.89904	G#5	80	59	*	-1	*	-1	-1	
5	2.03525	G#5	80	55	*	-1	*	-1	-1	
6	2.04594	Eb4	63	47	*	-1	*	-1	-1	
7	2.04861	G#3	56	45	*	-1	*	-1	-1	
8	2.07265	B3	59	17	*	-1	*	-1	-1	
9	2.11271	Eb4	63	19	*	-1	*	-1	-1	
10	2.14743	B5	83	69	*	-1	*	-1	-1	
11	2.26095	G#5	80	65	*	-1	*	-1	-1	
12	2.3758	Eb5	75	66	*	-1	*	-1	-1	
13	2.49198	Eb5	75	62	*	-1	*	-1	-1	
14	2.59882	G#5	80	69	*	-1	*	-1	-1	
15	2.71367	Eb5	75	70	*	-1	*	-1	-1	
16	2.82452	B4	71	67	*	-1	*	-1	-1	
17	2.95272	B4	71	55	*	-1	*	-1	-1	
18	3.07826	Eb5	75	60	*	-1	*	-1	-1	
19	3.16773	B4	71	60	*	-1	*	-1	-1	
20	3.28792	G#4	68	66	*	-1	*	-1	-1	
21	3.39877	G#4	68	52	*	-1	*	-1	-1	
22	3.50694	B4	71	68	*	-1	*	-1	-1	
23	3.62713	G#4	68	62	*	-1	*	-1	-1	
24	3.7313	Eb4	63	57	*	-1	*	-1	-1	
25	3.85283	Bb4	70	56	*	-1	*	-1	-1	
26	3.86351	G4	67	48	*	-1	*	-1	-1	
27	3.87553	Bb3	58	45	*	-1	*	-1	-1	
28	3.89156	Eb3	51	44	*	-1	*	-1	-1	
29	3.9196	Eb4	63	35	*	-1	*	-1	-1	
30	4.41773	G#2	44	47	*	-1	*	-1	-1	
31	4.45779	B5	83	58	*	-1	*	-1	-1	
32	4.59268	Eb6	87	63	*	-1	*	-1	-1	
33	4.71153	B5	83	63	*	-1	*	-1	-1	
34	4.80635	G#5	80	73	*	-1	*	-1	-1	
35	4.8985	B3	59	50	*	-1	*	-1	-1	
36	4.89983	G#3	56	48	*	-1	*	-1	-1	
37	4.90117	Eb4	63	52	*	-1	*	-1	-1	
38	4.92788	G#5	80	53	*	-1	*	-1	-1	
39	4.96527	Eb4	63	7	*	-1	*	-1	-1	
40	5.04006	B5	83	73	*	-1	*	-1	-1	
41	5.16292	G#5	80	68	*	-1	*	-1	-1	
42	5.24973	Eb5	75	71	*	-1	*	-1	-1	
43	5.37126	Eb5	75	63	*	-1	*	-1	-1	
