// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.838676	G#6	92	97	3	0	G#6	92	96	
1	0.844018	G#5	80	92	0	0	G#5	80	96	
2	0.846155	G#4	68	89	7	0	G#4	68	96	
3	0.846155	F6	89	84	2	0	F6	89	96	
4	0.853633	D6	86	80	1	0	D6	86	96	
5	0.85577	Bb3	58	76	4	0	Bb3	58	96	
6	0.857907	F4	65	73	6	0	F4	65	96	
7	0.866454	D4	62	69	5	0	D4	62	96	
8	1.21368	Bb3	58	82	8	0.178571	Bb3	58	96	
9	1.21902	Bb2	46	80	9	0.178571	Bb2	46	96	
10	1.30663	A3	57	80	10	0.267857	A3	57	96	
11	1.31197	D3	50	77	11	0.267857	D3	50	96	
12	1.4156	Bb2	46	79	13	0.357143	Bb2	46	96	
13	1.42094	Bb3	58	83	12	0.357143	Bb3	58	96	
14	1.50321	D3	50	72	15	0.446429	D3	50	96	
15	1.51389	D4	62	81	14	0.446429	D4	62	96	
16	1.58761	F4	65	71	16	0.535714	F4	65	96	
17	1.59722	D3	50	84	17	0.535714	D3	50	96	
18	1.65171	D4	62	79	18	0.625	D4	62	96	
19	1.67415	F3	53	76	19	0.625	F3	53	96	
20	1.74252	F4	65	72	20	0.714286	F4	65	96	
21	1.75748	D3	50	76	21	0.714286	D3	50	96	
22	1.83547	G#4	68	80	22	0.803572	G#4	68	96	
23	1.84081	F3	53	74	23	0.803572	F3	53	96	
24	1.92735	D3	50	76	25	0.892857	D3	50	96	
25	1.92949	F4	65	72	24	0.892857	F4	65	96	
26	2.00214	D4	62	80	26	0.982143	D4	62	96	
27	2.00321	F3	53	70	27	0.982143	F3	53	96	
28	2.08334	F#3	54	57	*	-1	*	-1	-1	
29	2.09616	G#4	68	82	28	1.07143	G#4	68	96	
30	2.10577	F3	53	67	29	1.07143	F3	53	96	
31	2.17308	G#3	56	80	31	1.16071	G#3	56	96	
32	2.17415	F4	65	82	30	1.16071	F4	65	96	
33	2.25428	F3	53	64	33	1.25	F3	53	96	
34	2.25855	G#4	68	75	32	1.25	G#4	68	96	
35	2.35791	Bb4	70	79	34	1.33929	Bb4	70	96	
36	2.35898	G#3	56	77	35	1.33929	G#3	56	96	
37	2.44017	F3	53	68	37	1.42857	F3	53	96	
38	2.44979	G#4	68	72	36	1.42857	G#4	68	96	
39	2.51175	G#3	56	69	39	1.51786	G#3	56	96	
40	2.5374	F4	65	79	38	1.51786	F4	65	96	
41	2.60363	Bb3	58	85	41	1.60714	Bb3	58	96	
42	2.61432	Bb4	70	80	40	1.60714	Bb4	70	96	
43	2.69231	D4	62	75	43	1.69643	D4	62	96	
44	2.70513	G#4	68	81	42	1.69643	G#4	68	96	
45	2.77778	Bb3	58	80	45	1.78571	Bb3	58	96	
46	2.78419	Bb4	70	77	44	1.78571	Bb4	70	96	
47	2.85684	D4	62	76	47	1.875	D4	62	96	
48	2.87073	D5	74	83	46	1.875	D5	74	96	
49	2.94552	Bb3	58	77	49	1.96429	Bb3	58	96	
50	2.97543	Bb4	70	73	48	1.96429	Bb4	70	96	
51	3.01817	D4	62	74	51	2.05357	D4	62	96	
52	3.04701	G#4	68	78	50	2.05357	G#4	68	96	
53	3.12928	F5	77	89	52	2.14286	F5	77	96	
54	3.13034	D4	62	80	53	2.14286	D4	62	96	
55	3.21475	F4	65	74	55	2.23214	F4	65	96	
56	3.22436	D5	74	82	54	2.23214	D5	74	96	
57	3.30342	D4	62	79	57	2.32143	D4	62	96	
58	3.30449	F5	77	81	56	2.32143	F5	77	96	
59	3.40599	F4	65	77	59	2.41072	F4	65	96	
60	3.40919	G#5	80	81	58	2.41072	G#5	80	96	
61	3.48932	D4	62	79	61	2.5	D4	62	96	
62	3.49573	F5	77	79	60	2.5	F5	77	96	
63	3.57799	D5	74	80	62	2.58929	D5	74	96	
64	3.5812	F4	65	66	63	2.58929	F4	65	96	
65	3.65919	G#5	80	86	64	2.67857	G#5	80	96	
66	3.6624	F4	65	85	65	2.67857	F4	65	96	
